"appropriation_category","appropriation code","appropriation activity","branch","fiscal_year_start","fiscal_year_end","budget_activity_number","budget_activity_title","pem","budget_title","program_base_congressional","program_base_dod","reprogramming_amount","revised_program_total","explanation","file"
"Weapons Procurement","","","","2022","2022","02","Other Missiles","","Sidewinder
","124,390","23","25","124,390","Funds are required for the facilitization of AIM-9X Sidewinder missiles in support of munitions transferred to Ukraine in support of the international effort to counter Russian aggression. This is a congressional special interest item. This is an emergency budget requirement.","23-72_IR_Ukraine_Replacement_Transfer_Fund_Tranche_17.pdf"
"Operation and Maintenance","","","","","","04","Administration and Servicewide Activities","","DEFENSE-WIDE DECREASE
","22","23","04","9,050,000","Funds are available from the Operation and Maintenance, Defense-Wide, 22/23, appropriation for facilitization and obsolescence efforts to accelerate the production of replacement items for defense articles or commodities under drawdown authority. This is emergency budget funding.","23-72_IR_Ukraine_Replacement_Transfer_Fund_Tranche_17.pdf"
