"appropriation_category","appropriation code","appropriation activity","branch","fiscal_year_start","fiscal_year_end","budget_activity_number","budget_activity_title","pem","budget_title","program_base_congressional","program_base_dod","reprogramming_amount","revised_program_total","explanation","file"
"","","","","2025","2025","","","","","25","25","04","6,663,396","Realigning funds for proper execution into Administration and Service-Wide Activities. Provides personnel support to conduct processing, exploitation, and dissemination of intelligence collected in support of operations in the EUCOM AOR. Note: This includes a MIP project.","25-50_IR_Section_1421_USEUCOM_Realignment.pdf"
"Operation and Maintenance","","","Navy","","","","","","Approved (Signatureand Date)","25","25","01","65,803,005","Realigning funds for proper execution into Administration and Service-Wide Activities. Provides personnel support to conduct processing, exploitation, and dissemination of intelligence collected |] 'in support of operations in the EUCOM AOR. Note: This includes a MIP project. | |","25-50_IR_Section_1421_USEUCOM_Realignment.pdf"
