"appropriation_category","appropriation code","appropriation activity","branch","fiscal_year_start","fiscal_year_end","budget_activity_number","budget_activity_title","pem","budget_title","program_base_congressional","program_base_dod","reprogramming_amount","revised_program_total","explanation","file"
"Procurement","","","","2012","2003","","","0604802A","","285.242","4","243,500","11",":-Funds:are: requir ed.to accelerate: fielding: ‘of the Pr ecision' Guidatice’ Kit (PGK) fuze:into ‘Afghanistati; ‘This'woiild provide: ‘Up t0:4,231 fuzes:to: theater with:an urgent. material :release’about:17 months: prior: to. the program’ ofrecord: fielding; thereby havitig't the rounds available: for:the:2013 fighting ‘is:an.artiller 'y fuze for. 153mm; m high explosive ve projectiles. It contains s Global Positioning System guidance’ to’ correct the: inherent érrors'a","12-03_PA_UON.pdf"
