"appropriation_category","appropriation code","appropriation activity","branch","fiscal_year_start","fiscal_year_end","budget_activity_number","budget_activity_title","pem","budget_title","program_base_congressional","program_base_dod","reprogramming_amount","revised_program_total","explanation","file"
"","","","","","","01","Reserve component training. and support","","","24","24","01","5,373,895","-","24-34_IR_SAPRO.pdf"
"","","","Army","2024","2034","","","","I
","6","441","132","6","-","24-34_IR_SAPRO.pdf"
"","","","Army","2024","2024","01","Reserve component training and support.","","","24","24","01","5,356,774","-","24-34_IR_SAPRO.pdf"
"","","","Navy","","","","","","DEFENSE-WIDE DECREASE
","6","7","24","24","Funds are made available in accordance with section 8131 of the Department of Defense Appropriations Act, 2024, division A P.L. 118-47, for transfer to the Military Departments for continued","24-34_IR_SAPRO.pdf"
