"appropriation_category","appropriation code","appropriation activity","branch","fiscal_year_start","fiscal_year_end","budget_activity_number","budget_activity_title","pem","budget_title","program_base_congressional","program_base_dod","reprogramming_amount","revised_program_total","explanation","file"
"","","","","2011","2011","01","Operating Forces |","","Approved (Signature and Date)","11","11","01","201","Funds support sustainment of MRAP. vehicles for:operating forces. in Iraq:arid Afghanistan i in. FY 2011. Sustainment includes vehicle: maintenance; repair, Spare:parts, ‘and. labor:.","11-17_IR_MRAP_Transfer.pdf"
