"appropriation_category","appropriation code","appropriation activity","branch","fiscal_year_start","fiscal_year_end","budget_activity_number","budget_activity_title","pem","budget_title","program_base_congressional","program_base_dod","reprogramming_amount","revised_program_total","explanation","file"
"","","","","","","","","","","42,700","09","11","2,700","Funds are:required to support the: Human Intelligence, HUMINT) Common: Operational Picture (COP):in order to; visualize HUMINT reporting: and HUMINT asséts:to better synchronize, atthe tactical level HUMINT collection. with, other ISR asséts'and combat operations. This‘is: a MIP. project:","09-01_R_PA_ISR.pdf"
"","","","Army","2009","2009","","","","","71,191","71,191","5,000","76,191","Funds:are: required to. support. the: following: activities: $2.0 million:to. procure: 100: VideoScout FLEX: cards for‘ USMC. ‘Tactical Exploitation ‘Group-Remote: ‘Workstations: (TEG-RWS). ‘e «The TEG-RWS i is a: ‘portable; deployable; starid-alone’i imagery. ‘exploitation workstation’ capable of. supporting vatious niissions across the Marine Air-Groutid. _ ‘Task-Force (MAGTF). ‘e The USMC tactical units, sto. irichide orate air'e onitrollers; rey. utilize","09-01_R_PA_ISR.pdf"
"","","","","2009","2001","","","0305208F","Lire Item","09","11","2","247,072","The: Advance: TUAS Payloads budget: planned. to: ‘provide: ‘the: Sky ‘Warrior. MQ- -1C and the:Armed Reconnaissance’ Helicopter: (ARH) ARH=70A° ‘program: with-the same single Common Sensor.Payload (CSP).ball:as government: furnished’ equipment (GFE);. however, the’","09-01_R_PA_ISR.pdf"
