"appropriation_category","appropriation code","appropriation activity","branch","fiscal_year_start","fiscal_year_end","budget_activity_number","budget_activity_title","pem","budget_title","program_base_congressional","program_base_dod","reprogramming_amount","revised_program_total","explanation","file"
"","","","","","","","","0305884L","","09","10","060","464","This action.transfers funding for the In-Transit Visibility. System’ fromthe Research,, Development, Test, and Evaluation, Defense=Wide, ""09/10, appropriation. to:the‘Research, Development, Test, and ‘Evaluation, ,Navy;. 09/10, appropriation: for:proper execution. This is a: congressional special: ‘interest item:.","09-09_IR_January_2009_Request.pdf"
