"appropriation_category","appropriation code","appropriation activity","branch","fiscal_year_start","fiscal_year_end","budget_activity_number","budget_activity_title","pem","budget_title","program_base_congressional","program_base_dod","reprogramming_amount","revised_program_total","explanation","file"
"","","","","2009","2018","","","0602303A","ARMY INCREASES
","090","2","200","9","This action transfers funding: for the Weapons of Mass Destruction (WMD) Civil.","09-18_IR_April_2009_Request.pdf"
"RDTE","","","","2009","2018","","","0303140G","","09","09","1","09","“This.action transfers, funding for the:Missile Monitoring: and Detection system from: the Operation: and Maintenance;. Defense- Wide, 09/09, : appropriation 1 to the:Research, Development, Test,: and Evaluation,. Defense-Wide,:09/10, appropriation: for] proper: execution. This isa congressional. special: interest-item: ‘This. is MIP.","09-18_IR_April_2009_Request.pdf"
