"appropriation_category","appropriation code","appropriation activity","branch","fiscal_year_start","fiscal_year_end","budget_activity_number","budget_activity_title","pem","budget_title","program_base_congressional","program_base_dod","reprogramming_amount","revised_program_total","explanation","file"
"RDTE","","","","","","07","Operational Systems Development","","AIR FORCE DECREASE
","23","24","07","999","Funds are available from a classified effort. Additional classified details will be provided under separate cover. This is a MIP PROJECT.","23-06_PA_MIP_March_2023.pdf"
"RDTE","","","Air Force","","","07","Operational Systems Development","","DEFENSE-WIDE DECREASE
","23","24","07","999","Funds are available from a classified effort. Additional classified details will be provided under separate cover. This is a MIP PROJECT. This is a Congressional Interest Item.","23-06_PA_MIP_March_2023.pdf"
