"appropriation_category","appropriation code","appropriation activity","branch","fiscal_year_start","fiscal_year_end","budget_activity_number","budget_activity_title","pem","budget_title","program_base_congressional","program_base_dod","reprogramming_amount","revised_program_total","explanation","file"
"","","","","2023","2023","01","Operating Forces ;","","ARMY INCREASE","23","23","01","43,341,942","$41.270 million for the reimbursement of theater level assets for spare parts, services, depot maintenance, and transportation services to Ukraine in support of the international effort to counter Russian ‘aggression. This is a.congressional special interest item. This is an emergency budget requirement.","23-45_IR_Ukraine_Replacement_Tranche_13_Enclosure.pdf"
