"appropriation_category","appropriation code","appropriation activity","branch","fiscal_year_start","fiscal_year_end","budget_activity_number","budget_activity_title","pem","budget_title","program_base_congressional","program_base_dod","reprogramming_amount","revised_program_total","explanation","file"
"","","","","2016","2019","01","‘Reserve’ Com; onent’ ‘Trainin and Support:","","","16","16","01","497","Funds:are transferred fromthe: DA WDF appropriation for proper execution of the ARSC DAWDF Functional Skill Development initiative pursuant to Title 10, United States: Code, section 1705(e)(1). This‘action ‘does not: change’ the! purpose: for which the funds ‘were ‘originally ‘credited. ‘This:is base: budget | funding. FY.:2016 REPROGRAMMING INCREASES:","16-19_IR_May_2016_Request.pdf"
"Operation and Maintenance","","","","","","","","","","16","16","193,518","193","; This action transfers: funds from the Operation:and Maintenance, Defense-Wide;.16/16,","16-19_IR_May_2016_Request.pdf"
