"appropriation_category","appropriation code","appropriation activity","branch","fiscal_year_start","fiscal_year_end","budget_activity_number","budget_activity_title","pem","budget_title","program_base_congressional","program_base_dod","reprogramming_amount","revised_program_total","explanation","file"
"","","","","","","01","Reserve Component Training and Support |","","ARMY INCREASES
","20","20","01","544","-","20-07_IR_November_2019_Request.pdf"
"","","","Army","2020","2007","01","Reserve Component Training and Support","","NAVY INCREASES
","20","20","01","280","-","20-07_IR_November_2019_Request.pdf"
"Operation and Maintenance","","","","","","04","Administration and Servicewide Activities","","","20","20","04","52,311","This action transfers funds from the Operation and Maintenance, Defense-Wide, 20/20, appropriation to various appropriations to execute the Department's Civil Military Program. The funds will finance costs associated with the Reserve Components' Active Duty for Training (ADT), travel and","20-07_IR_November_2019_Request.pdf"
