"appropriation_category","appropriation code","appropriation activity","branch","fiscal_year_start","fiscal_year_end","budget_activity_number","budget_activity_title","pem","budget_title","program_base_congressional","program_base_dod","reprogramming_amount","revised_program_total","explanation","file"
"Weapons Procurement","","","","2025","2033","","","","AMRAAM
","619,704","25","27","107,335","Funds.are requiréd for’ the eplacement of. Advanced Mediuni. Range’ Air to Air Missiles’ | (AMRAAM) expended i in, ‘Support of, the DoD response | to the situation in Israel. This action does not:","25-33_IR_Israel_Security_Replacement_Transfer_Fund_Tranche_8.pdf"
"","","","","","","","","0605117F","AIR FORCE INCREASE
","25","26","999","999","Funds: are. required for a classified effort.. Additional classified details:will be provided under.","25-33_IR_Israel_Security_Replacement_Transfer_Fund_Tranche_8.pdf"
"Procurement","","","","2025","2033","01","Major equipment","0603881C","Yes
","4","124,892","25","27","Funds are réquired for the procurement of Standard Missile (SM)-3:Block IB: Threat Upgrade","25-33_IR_Israel_Security_Replacement_Transfer_Fund_Tranche_8.pdf"
"","","","","","","04","Administration and Servicewide Activities:","","Israel Replacement Transfer Fund oo
","783,296","24","25","783,296","Funds are available from division A of Israel Security: Supplémental Appropriations Act; 2024, | division.A of Public Law'118-50, appropriated to the Department of Defense‘arid made available for transfer | to.respond to the situation in Israel. The‘Department will execute this transfer using: general transfer.","25-33_IR_Israel_Security_Replacement_Transfer_Fund_Tranche_8.pdf"
