"appropriation_category","appropriation code","appropriation activity","branch","fiscal_year_start","fiscal_year_end","budget_activity_number","budget_activity_title","pem","budget_title","program_base_congressional","program_base_dod","reprogramming_amount","revised_program_total","explanation","file"
"Operation and Maintenance","","","","2025","2012","","","","WPS
","32,739","24","25","32,739","Funds provided as part of the December 16, 2024, internal reprogramming action FY 25-12 IR (Tranche #2) are transferred back to the Operation and Maintenance, Defense- Wide, 24/25, appropriation. || This is a congressional special interest item. This is an emergency budget requirement.","25-36_IR_May_Taiwan_Tranche_Return_signed_20250715.pdf"
"","","","Defense-Wide","","","","","","","1,082,651","1,243,851","173","739","Funds are available for return due to a revision to the transportation and repair services identified for provision to Taiwan in support of the international effort to deter conflict in the Indo-Pacific region. This is a congressional special interest item. This is an emergency budget requirement.","25-36_IR_May_Taiwan_Tranche_Return_signed_20250715.pdf"
"","","","Army","","","","","","","215,000","5","25","15,000","Funds are available for return due to a revision to the transportation services identified for","25-36_IR_May_Taiwan_Tranche_Return_signed_20250715.pdf"
