"appropriation_category","appropriation code","appropriation activity","branch","fiscal_year_start","fiscal_year_end","budget_activity_number","budget_activity_title","pem","budget_title","program_base_congressional","program_base_dod","reprogramming_amount","revised_program_total","explanation","file"
"Operation and Maintenance","","","","2023","2059","01","Operating Forces","","Approved (Signature and Date)","1,663,445","23","23","2,368","Funds are required for the reimbursement of force readiness operations support to Ukraine in support of the international effort to counter Russian aggression. This is a congressional special interest item. This is an emergency budget requirement.","23-59_IR_Tranche_14_Encl_2.pdf"
"Weapons Procurement","","","","2023","2059","02","Other Missiles","","Classified Requirement
","287,314","23","25","80,000","Funds are required for classified efforts. Additional classified details will be provided under separate cover. This is a congressional special interest item. This is an emergency budget requirement.","23-59_IR_Tranche_14_Encl_2.pdf"
"Procurement","","","","2023","2023","02","Special Operations Command","","DEFENSE-WIDE INCREASES
","23","25","02","85,566","Funds are required for the procurement of replacement of special operations riverine craft, prime mover trucks, trailers, and initial spares and equipment transferred to Ukraine in support of the","23-59_IR_Tranche_14_Encl_2.pdf"
"Operation and Maintenance","","","","2022","2022","04","Administration and Servicewide Activities","","Ukraine Replacement Transfer Fund","1,974,800","23","24","1,974,800","Funds are available from the Operation and Maintenance, Defense-Wide, 23/24, appropriation for the replacement of defense articles from the stocks of the Department of Defense, and for reimbursement for defense services of the Department of Defense and military education and training provided to the Government of Ukraine or to foreign countries that have provided support to Ukraine at the request of the United States. This is emergency budget funding.","23-59_IR_Tranche_14_Encl_2.pdf"
"Operation and Maintenance","","","Defense-Wide","2023","2059","01","Operating Forces","","Yes
","129,334","23","23","14,134","Funds are required for the reimbursement of force readiness operations support to Ukraine in support of the international effort to counter Russian aggression. This is a congressional special interest item. This is an emergency budget requirement.","23-59_IR_Tranche_14_Encl_2.pdf"
"Operation and Maintenance","","","","2023","2059","01","Operating Forces","","Yes
","16,399","23","23","15,242","Funds are required for the procurement of replacement M4A1 carbine rifles, M240B machine Guns, M2HB machine guns, M2A1 machine guns, and 40mm MK19 machine gun grenade launchers with replacement tripods and railings transferred to Ukraine in support of the international effort to counter Russian aggression. This is a congressional special interest item. This is an emergency budget requirement.","23-59_IR_Tranche_14_Encl_2.pdf"
"Operation and Maintenance","","","","2022","2022","01","Operating Forces","","","14,205","23","23","14,205","Funds are required for the following: © $+12.230 million for the procurement of replacement light tactical all-terrain vehicles transferred to Ukraine in support of the international effort to counter Russian aggression. This is a congressional special interest item. This is an emergency budget requirement. $+1.975 million to reimburse the packaging and transportation services provided to Ukraine in support of the international effort to counter Russian aggression. This is a congressional special interest item. This is an emergency budget requirement.","23-59_IR_Tranche_14_Encl_2.pdf"
"Operation and Maintenance","","","Defense-Wide","","","04","Administration and Servicewide Activities","","Ukraine Replacement Transfer Fund","159,938","22","23","159,938","Funds are available from the Operation and Maintenance, Defense-Wide, 22/23, appropriation for the replacement of defense articles from the stocks of the Department of Defense, and for reimbursement for defense services of the Department of Defense and military education and training provided to the Government of Ukraine or to foreign countries that have provided support to Ukraine at the request of the United States. This is emergency budget funding.","23-59_IR_Tranche_14_Encl_2.pdf"
