"appropriation_category","appropriation code","appropriation activity","branch","fiscal_year_start","fiscal_year_end","budget_activity_number","budget_activity_title","pem","budget_title","program_base_congressional","program_base_dod","reprogramming_amount","revised_program_total","explanation","file"
"Operation and Maintenance","","","","2024","2024","04","Administration and Service-Wide Activities","","Unclassified REPROGRAMMING ACTION - INTERNAL REPROGRAMMING g","30,345","24","24","430,345","Funds are required for the reimbursement of defense services required to prepare various | equipment for movement via air or sea transportation, and transportation of equipment provided to Ukraine | in support of the international effort to counter Russian aggression. This is a congressional special interest |item. This is an emergency budget requirement.","24-65_IR_Ukraine_Replacement_Transfer_Fund_Tranche_26.pdf"
"Operation and Maintenance","","","","2024","2024","04","Administration and Servicewide Activities","","DEFENSE-WIDE DECREASE
","23","24","04","11,880,000","Funds are available from the Operation and Maintenance, Defense-Wide, 23/24, appropriation | for replacement of defense articles from the stocks of the Department of Defense and reirnbursement for defense services: from the. Department of Defense, which have’ been provided to the Government of Ukraine under Presidential Drawdown authority. This is emergency budget funding.","24-65_IR_Ukraine_Replacement_Transfer_Fund_Tranche_26.pdf"
"Missile Procurement","","","Defense-Wide","2024","2065","02","Other missiles","","M-SHORAD - Procufement
","570,238","24","26","363,820","Funds are réquired for the procurement of Javelin Lightweight Commiand Launch Units as the current.Army replacement. for Javelin Command Launch Units Block 1 provided to Ukraine in support ofthe. international effort to counter Russian aggression. This is a congressional special iriterest item. This is an","24-65_IR_Ukraine_Replacement_Transfer_Fund_Tranche_26.pdf"
"Procurement","","","","2024","2065","02","Ammunition, Marine Corps.","","Direct Support Munitions
","112,416","24","26","112,416","Funds are required for the-proctirement of 66 MM cartridges. for M72. light anti-tank:-weapons |.as the current Marine Corps replacement for AT-4 munitions provided to Ukraine in support of international | efforts to counter Russian aggression. This is a congressional special interestitem. This is ah emergency","24-65_IR_Ukraine_Replacement_Transfer_Fund_Tranche_26.pdf"
"Procurement","","","","2024","2024","01","Ammunition","","","8,351","24","26","8,351","Funds'ate required for the procurement of replacement 5.56 MM, 7.62 MM, and .50 caliber","24-65_IR_Ukraine_Replacement_Transfer_Fund_Tranche_26.pdf"
"Operation and Maintenance","","","Air Force","","","04",". Administration and Servicewide Activities","","Ukraine Replacement Transfer Fund","691,005","24","25","691,005","Funds are available from the Operation arid Maintenance, Defense-Wide, 24/25, appropriation | for replacement of defense articles fromi the.stocks of the: Department.of Defense and.reimbursement for","24-65_IR_Ukraine_Replacement_Transfer_Fund_Tranche_26.pdf"
