"appropriation_category","appropriation code","appropriation activity","branch","fiscal_year_start","fiscal_year_end","budget_activity_number","budget_activity_title","pem","budget_title","program_base_congressional","program_base_dod","reprogramming_amount","revised_program_total","explanation","file"
"Procurement","","","","","","","","","JOINT LIGHT TACTICAL VEHICLE FAMILY OF VEHICL","24","26","0","1","Funds are required for the procurement of Joint Light Tactical Vehicles as the current Army replacement for High Mobility Multipurpose Wheeled Vehicles transferred to Ukraine in support of the international effort to counter Russian aggression. This is a congressional special interest item. This is an emergency budget requirement.","24-46_IR_Ukraine_Tranche_22.pdf"
"Operation and Maintenance","","","Army","2024","461","","","","","04","1,500,000","40,275","40,275","Funds are available from the Operation and Maintenance, Defense-Wide, 23/24, appropriation for replacement of defense articles from the stocks of the Department of Defense and reimbursement for defense services from the Department of Defense, which have been provided to the Government of Ukraine under Presidential Drawdown authority. This is emergency budget funding.","24-46_IR_Ukraine_Tranche_22.pdf"
"Procurement","","","Defense-Wide","2024","2046","","","","Stryker Upgrade
","192,885","24","26","10,208","Funds are required for the procurement of Stryker vehicles provided to Ukraine in support of the international effort to counter Russian aggression. This is a congressional special interest item. This is an emergency budget requirement.","24-46_IR_Ukraine_Tranche_22.pdf"
"","","","","2024","2024","04","Administration and. Service-Wide. Activities.","","","24","24","04","6,498,843","Funds are required for the reimbursement of transportation services provided to Ukraine in support of the international effort to counter Russian aggression. This is a congressional special interest item. This is an emergency budget requirement. FY 2024 REPROGRAMMING DECREASE: -198,402 a DECREASE. -198,402","24-46_IR_Ukraine_Tranche_22.pdf"
