"appropriation_category","appropriation code","appropriation activity","branch","fiscal_year_start","fiscal_year_end","budget_activity_number","budget_activity_title","pem","budget_title","program_base_congressional","program_base_dod","reprogramming_amount","revised_program_total","explanation","file"
"Operation and Maintenance","","","","2010","2010","","","0206313M","NAVY INCREASES
","09","09","1","44","The:current Navy/Marine ‘Corps Intranet (NMCD) services. contract will« expire atthe: end ‘of FY 2010.. The Department of the Navy plans to: transition to:the: Next Generation: Enterprise, Network WN GEN) computing environment during the FY 2009-FY 2011 timeframe: ‘This transition.","09-16_PA_February_2009_Request.pdf"
"Procurement","","","","2009","2009","","","","AIR FORCE DECREASES
","09","43","582","582","Funds are excess:to. program requirements. due to, lower than planned:costs for","09-16_PA_February_2009_Request.pdf"
"RDTE","","","","2009","2016","","","0207581E","","12,376","060","3","326","‘The.funds:support.a classified effort.. The:classified program details. will.be: ‘provided. under: separate: Cover:.;","09-16_PA_February_2009_Request.pdf"
