"appropriation_category","appropriation code","appropriation activity","branch","fiscal_year_start","fiscal_year_end","budget_activity_number","budget_activity_title","pem","budget_title","program_base_congressional","program_base_dod","reprogramming_amount","revised_program_total","explanation","file"
"","","","","2022","2004","","","","Yes
","70","22","22","70","Funding for’an IRT Asset Management Prograni project prévidusly ‘transferred.into the Reserve Personnel, Army; 22/22,-appropriation ‘for execution under internal : reptogramming FY22-04 IR is required ‘inthe’ Operation: and: Maintenance, Defense-Wide; 22/22, - appropriation for reissuance to another’ ‘Reserve Component: for‘exécution: of the IRT: ‘project..","22-21_IR_Innovative_Readiness_Training_20220602.pdf"
"","","","","2022","2022","01","Reserve Component Training and Support","","ARMY DECREASE
","22","22","01","5,163,271","Funding for an IRT Asset Management Program project is being transferred from the Reserve Personnel, Army, 22/22, appropriation because the Army Reserve no longer is able to fill a full-time positon to support this requirement.","22-21_IR_Innovative_Readiness_Training_20220602.pdf"
"","","","Army","","","01","Reserve Component Training and Support","","ARMY INCREASE
","22","22","01","9,213,586","-","22-21_IR_Innovative_Readiness_Training_20220602.pdf"
"","","","Army","2022","2021","01","Reserve Component Training and Support","","NAVY INCREASES
","22","22","47","01","-","22-21_IR_Innovative_Readiness_Training_20220602.pdf"
"","","","Army","2022","2022","01","Reserve Component Training and Support","","","130","22","22","01","-","22-21_IR_Innovative_Readiness_Training_20220602.pdf"
"Operation and Maintenance","","","Army","","","04","Administration and Servicewide Activities","","DEFENSE-WIDE DECREASE
","22","22","04","258,262","This action transfers funds from the Operation and Maintenance, Defense-Wide, 22/22, appropriation to various appropriations to execute the Department’s Civil Military Program. The funds will finance costs associated with the Reserve Components’ Active Duty for Training (ADT), travel and applicable statutory allowances, and will provide support and services to eligible organizations and activities outside the Department of Defense pursuant to section 2012 of Title 10, United States Code. This is base budget funding. Amounts transferred to National Guard Personnel, Air Force, 22/22, appropriation include $70.0 thousand for execution of the requirement described in Part I.","22-21_IR_Innovative_Readiness_Training_20220602.pdf"
