"appropriation_category","appropriation code","appropriation activity","branch","fiscal_year_start","fiscal_year_end","budget_activity_number","budget_activity_title","pem","budget_title","program_base_congressional","program_base_dod","reprogramming_amount","revised_program_total","explanation","file"
"Operation and Maintenance","","","","","","","","","ARMY DECREASE","10","10","4","15,924,936","‘Funds are available due:to:reduced transportation charges from the:U:S; “Transportation Command.: This‘is:OCO: funding.","10-24_PA_Urgent_Theater_Technology_Requirements_Implemented.pdf"
