"appropriation_category","appropriation code","appropriation activity","branch","fiscal_year_start","fiscal_year_end","budget_activity_number","budget_activity_title","pem","budget_title","program_base_congressional","program_base_dod","reprogramming_amount","revised_program_total","explanation","file"
"","","","","","","","","","Approved (Signature and. Date)","13","13","1,915,336","191","-","13-19_IR_June_2013_Request.pdf"
"","","","Navy","","","","","","","13","13","01","13","-","13-19_IR_June_2013_Request.pdf"
"","","","Air Force","","","","","","","13","13","350","4","; This‘action-transfers' funds: fromthe: ‘Operation’ ‘and. Mainténance, ‘Defensé-Wide;.13/13,","13-19_IR_June_2013_Request.pdf"
