"appropriation_category","appropriation code","appropriation activity","branch","fiscal_year_start","fiscal_year_end","budget_activity_number","budget_activity_title","pem","budget_title","program_base_congressional","program_base_dod","reprogramming_amount","revised_program_total","explanation","file"
"","","","","","","","","","","2","4","38,543,576","38,860,801","Funds are required for efforts by the United States Africa Command (USAFRICOM) to ‘expand cooperation or improve the capabilities of our allies and partners in their areas of operation pursuant ito section 8066 of division A of Public Law 118-47, the Further Consolidated Appropriations Act, 2024. ‘This is a congressional special interest item.","24-41_IR_Section_8066_United_States_Africa_Command.pdf"
"RDTE","","","Army","2024","411","","","0304785N","Approved by Sec Def
","24","2","05","030","Funds are required for efforts by USAFRICOM to expand cooperation or improve the capabilities of our allies and partners in the USAFRICOM area of operations pursuant to section 8066 of division A of Public Law 118-47, the Further Consolidated Appropriations Act, 2024. This is a congressional special interest item.","24-41_IR_Section_8066_United_States_Africa_Command.pdf"
"","","","Navy","","","","","","AIR FORCE INCREASE
","24","24","2","3","Funds are required for efforts by USAFRICOM to expand cooperation or improve the ! capabilities of our allies and partners in the USAFRICOM area of operations pursuant to section 8066 of division A of Public Law 118-47, the Further Consolidated Appropriations Act, 2024. This is a congressional special interest item.","24-41_IR_Section_8066_United_States_Africa_Command.pdf"
"Operation and Maintenance","","","Air Force","2024","2041","","","","UNCLASSIFIED
","4","515","24","25","Funds are required for efforts by USAFRICOM to expand cooperation or improve the | | capabilities of our allies and partners in their respective areas of operations pursuant to section 8066 of division A of Public Law 118-47, the Further Consolidated Appropriations Act, 2024. This is a","24-41_IR_Section_8066_United_States_Africa_Command.pdf"
"","","","","","","","","","","7","2","540","000","The funds were appropriated for transfer in section 8066 of division A of Public Law 118-47, the Further Consolidated Appropriations Act, 2024 for efforts by USAFRICOM ($50 million) and IUSSOUTHCOM ($50 million) to expand cooperation or improve the capabilities of our allies and partners | in their areas of operation. This transfer document only reflects the portion of the funding designated for USAFRICOM. This is a congressional special interest item.","24-41_IR_Section_8066_United_States_Africa_Command.pdf"
