"appropriation_category","appropriation code","appropriation activity","branch","fiscal_year_start","fiscal_year_end","budget_activity_number","budget_activity_title","pem","budget_title","program_base_congressional","program_base_dod","reprogramming_amount","revised_program_total","explanation","file"
"RDTE","","","","2021","2029","","","0603804A","Yes
","060","380","4","7","‘Funds are realigned'within ‘the Research, Development, Test;:and:Evaluation, Amy, 21/22, appropriation 1 from Program Element:(PE) 0604119A (Army: Advanced: Coifiponent Devélopment. & Prototyping): to PE 0603804A: (Logistics and Engineer: Equipmetit — Adv. Dév) for the j proper execution. ofan","21-29_IR_June_2021_Request.pdf"
"RDTE","","","","2021","2021","04","Advanced Component Development & Prototypes","0604119A","ARMY DECREASES
","21","22","04","060","Funds are available within the Research, Development, Test, and Evaluation, Army, 21/22, appropriation from PE 0604119A (Army Advanced Component Development & Prototyping) and will be realigned to PE 0603804A (Logistics and Engineering Equipment — Adv Dev) for the proper execution of an FY 2021 congressional increase for the maneuverable lightweight electric weight reducer for proper execution. This is a congressional special interest item. This is base budget funding.","21-29_IR_June_2021_Request.pdf"
