"appropriation_category","appropriation code","appropriation activity","branch","fiscal_year_start","fiscal_year_end","budget_activity_number","budget_activity_title","pem","budget_title","program_base_congressional","program_base_dod","reprogramming_amount","revised_program_total","explanation","file"
"","","","","2023","2036","01","Tracked Combat","0602146A","Armored Multi Purpose Vehicle (AMPV)","202,784","23","23","93,894","Funds are required to offset inflation based on revised economic assumptions to fully finance","23-36_IR_Section_8121.pdf"
"Procurement","","","","","","01","Major‘Equipmient","","","21,052,501","23","23","21,052,501","Funds appropriated by section 8121 of the Department of Defense Appropriations Act, 2023 are available for transfer to the Army, Navy, Marine Corps, Air Force, and Space Force Procurement and Research, Development, Test & Evaluation appropriations to reflect the impacts of revised economic assumptions. This is a congressional special interest item.","23-36_IR_Section_8121.pdf"
