"appropriation_category","appropriation code","appropriation activity","branch","fiscal_year_start","fiscal_year_end","budget_activity_number","budget_activity_title","pem","budget_title","program_base_congressional","program_base_dod","reprogramming_amount","revised_program_total","explanation","file"
"Operation and Maintenance","","","","2022","2019","04","Administration and Servicewide Activities . :","","","22","23","240","4","Funds provided as part of the April 25, 2022, internal reprogramming action FY 22-19 IR (Tranche #2) are transferred back to the Operation and Maintenance, Defense-Wide, 22/23, appropriation. This is a congressional special interest item. This is an emergency budget requirement.","23-21_IR_Army_Ukraine_Tranche_Return_signed_20230303_Implemented.pdf"
"Missile Procurement","","","Defense-Wide","2022","2022","02","Other Missiles.","","PART IL
","22","24","02","61,408","‘Funds are > available from't the Tranche #2: internal repro gramming action due to. actual contract | costs for the Switchblade 300s being. less than the.estimated replacement cost. This is a congressional special interest item. This is emergency budget funding.","23-21_IR_Army_Ukraine_Tranche_Return_signed_20230303_Implemented.pdf"
"Operation and Maintenance","","","","2022","2023","","","","Budget Activity
","22","23","3,500,000","4,404","Funds provided as:part of the May 17, 2022, internal reprogramming action FY 22-23 IR","23-21_IR_Army_Ukraine_Tranche_Return_signed_20230303_Implemented.pdf"
"Missile Procurement","","","Defense-Wide","2023","2021","","","","","22","24","022","128,812","Funds.are.available from the Tranche #3 internal reprogramming action:due to actual contract: costs for the Javelin missiles being less than the estimated replacement cost. This.is a congressional special interest item. This is emergency budget funding..","23-21_IR_Army_Ukraine_Tranche_Return_signed_20230303_Implemented.pdf"
"Operation and Maintenance","","","","2022","2030","","","","Ukraine Replacement Transfer Fund","22","23","04","9,050,000","Funds provided as part-of the July 13, 2022, internal reprogramming action FY 22-30 IR","23-21_IR_Army_Ukraine_Tranche_Return_signed_20230303_Implemented.pdf"
"Procurement","","","Defense-Wide","2023","2023","","","","NOT IMPLEMENTED
","22","24","0","17,384","Funds.are available from the Tranche #5 internal reprogramming action due to’actual contract costs for the shoulder larinched munitions being less than the estimated replacement cost. This-is a. congressional special interest:item. This is emergency budget:funding.","23-21_IR_Army_Ukraine_Tranche_Return_signed_20230303_Implemented.pdf"
