"appropriation_category","appropriation code","appropriation activity","branch","fiscal_year_start","fiscal_year_end","budget_activity_number","budget_activity_title","pem","budget_title","program_base_congressional","program_base_dod","reprogramming_amount","revised_program_total","explanation","file"
"Procurement","","","","2013","2026","","","0301400F","","115,600","13","15","115,000","; Funds: are: realigned: from Apache’ Block. TB New Build Advarice Procurement line: ‘to: Bache","13-26_IR_August_2013_Request.pdf"
