"appropriation_category","appropriation code","appropriation activity","branch","fiscal_year_start","fiscal_year_end","budget_activity_number","budget_activity_title","pem","budget_title","program_base_congressional","program_base_dod","reprogramming_amount","revised_program_total","explanation","file"
"Operation and Maintenance","","","","","","","","","","18","24","25","25","Funds are required for efforts by USSOUTHCOM to expand cooperation or improve the ‘capabilities of our allies and partners in the USSOUTHCOM area of operations pursuant to section 8066 of division A of Public Law 118-47, the Department of Defense Appropriations Act, 2024, as continued by | division A of Public Law 119-4, the Full-Year Continuing Appropriations Act, 2025. This is a congressional special interest item.","25-46_IR_Section_8066_USSOUTHCOM.pdf"
"","","","Army","","","","","","See eo
","500","25","25","500","Partner Nation Enhanced Space Domain Awareness: (U) This investment increases space domain awareness by continuing to support the Optimus-1 mesh network of space domain awareness sensors |° funded in the USSOUTHCOM Regional Space SSCI. It also supports FacSRF-SPACEFOR-SOUTH Joint Commercial Operations and telescope fielding. Optimus-1 and EDA Space Dashboard are the collaborative Space Domain Awareness and Space C2 environment that enable combined operations among USSOUTHCOM Space partners. Technical correction removing TacSRT","25-46_IR_Section_8066_USSOUTHCOM.pdf"
"Operation and Maintenance","","","","","","","","","","75,000","25","25","275,000","The funds were appropriated for transfer pursuant to section 8066 of division A of Public Law \118- 47, the Department of Defense Appropriations Act, 2024, as continued by sections 1101 and 1105 of division A of Public Law 119-4, the Full-Year Continuing Appropriations Act, 2025 for efforts by ‘USAFRICOM and USSOUTHCOM to expand cooperation or improve the capabilities of our allies and partners in their areas of operation. This transfer document only reflects the portion of the funding designated for USSOUTHCOM. This is a congressional special interest item.","25-46_IR_Section_8066_USSOUTHCOM.pdf"
