"appropriation_category","appropriation code","appropriation activity","branch","fiscal_year_start","fiscal_year_end","budget_activity_number","budget_activity_title","pem","budget_title","program_base_congressional","program_base_dod","reprogramming_amount","revised_program_total","explanation","file"
"","","","","2024","2011","","","","COLUMBIA Class Submarine (Advance Procurement)","614,650","24","28","614,650","Transfers funds from the Shipbuilding and Conversion, Navy 24/28, appropriation into the National Sea-Based Deterrence Fund 24/28, as required by subsection (d) of § 2218a of title 10, United States Code, which states “There shall be deposited in the Fund all funds appropriated to the Department of ‘| Defense for construction (including design of vessels), purchase, alteration, and conversion of national sea- based deterrence vessels.”","24-11_IR_NSBDF_2.pdf"
