"appropriation_category","appropriation code","appropriation activity","branch","fiscal_year_start","fiscal_year_end","budget_activity_number","budget_activity_title","pem","budget_title","program_base_congressional","program_base_dod","reprogramming_amount","revised_program_total","explanation","file"
"","","","","","","","","","","437,500","24","24","37,500","Provides the capacity (transportation and support costs) to quickly mass forces multiple times _ | a year as part of a persistent, synchronized set of operations, activities, and investments (OAJ) in the western ‘| '| Pacific and Indian Oceans. Consistent OAIs also better familiarize our forces with the challenges associated with the operating environment. This is an emergency budget requirement.","24-30_IR_INDOPACOM_signed_20240528_updated.pdf"
"Operation and Maintenance","","","Army","2024","2030","","","","Et a","247,900","225,900","24","24","Funds provide for the following:","24-30_IR_INDOPACOM_signed_20240528_updated.pdf"
"","","","","2024","2030","01","Operating Forces Forces","0604102C","Yes
","416","5,000","187,000","24","Funds are required to resource the Joint Training Plan and Joint Exercise Program (JEP), key elements of USINDOPACOM’s Campaign Plan to provide trained and ready Joint Forces. JEP events put aggregated combat formations in position to conduct operations and activities to strengthen deterrence, assure allies and partners, counter adversary coercive actions, and increase ally and partner interoperability. This is an emergency budget requirement.","24-30_IR_INDOPACOM_signed_20240528_updated.pdf"
"Operation and Maintenance","","","","2024","2024","04","Administration and Service-wide Activities","","INDOPACOM Unfunded Priorities List Requirements
","542.400","24","24","542,400","Funds are available from the Operation and Maintenance, Defense-Wide, 24/24, appropriation for transfer to operation and maintenance accounts, procurement accounts, and research, development, test and evaluation accounts, in addition to amounts otherwise made available for such purpose, only for unfunded priorities of the USINDOPACOM for fiscal year 2024. This is emergency budget funding.","24-30_IR_INDOPACOM_signed_20240528_updated.pdf"
