"appropriation_category","appropriation code","appropriation activity","branch","fiscal_year_start","fiscal_year_end","budget_activity_number","budget_activity_title","pem","budget_title","program_base_congressional","program_base_dod","reprogramming_amount","revised_program_total","explanation","file"
"Procurement","","","","2011","2011","","","0305880L","","030","588","0","5,000",": This action:transfers funds. for a:classified: ‘program: ‘to:the RDT&E, Defénse-","11-37_IR_September_2011_Request.pdf"
"","","","Defense-Wide","","","","","","","11","12","060","425","‘This action transfers: funds for a classified :program from the:Procurement, Defense=","11-37_IR_September_2011_Request.pdf"
