"appropriation_category","appropriation code","appropriation activity","branch","fiscal_year_start","fiscal_year_end","budget_activity_number","budget_activity_title","pem","budget_title","program_base_congressional","program_base_dod","reprogramming_amount","revised_program_total","explanation","file"
"Operation and Maintenance","","","","2025","2004","01","Operating Forces","","Equipment Transporters provided to Ukraine in support of the international effort to counter Russian","1,475,812","25","25","4,655","Funds are required for the following:","25-04_IR_Ukraine_Replacement_Transfer_Fund_Tranche_27.pdf"
"Operation and Maintenance","","","","2025","2004","01","Operating Forces","","Yes
","4","279,343","25","25","Funds are required for the reimbursement of equipment ordered from supply system stocks and provided to Ukraine in support of the international effort to counter Russian aggression. This is a congressional special interest item. This is an emergency budget requirement.","25-04_IR_Ukraine_Replacement_Transfer_Fund_Tranche_27.pdf"
"Operation and Maintenance","","","","2025","2004","02","Mobilization","","Joint Air-Surface Standoff Missile
","330,384","15,200","25","25","Funds are required for the reimbursement of transportation services provided to Ukraine in support of the international effort to counter Russian aggression. This is a congressional special interest item. This is an emergency budget requirement.","25-04_IR_Ukraine_Replacement_Transfer_Fund_Tranche_27.pdf"
"Operation and Maintenance","","","","2025","2025","01","Operating Forces","","Combatant Craft Systems
","180,464","25","25","300","Funds are required for the reimbursement of transportation services provided to Ukraine in support of the international effort to counter Russian aggression. This is a congressional special interest item. This is an emergency budget requirement.","25-04_IR_Ukraine_Replacement_Transfer_Fund_Tranche_27.pdf"
"Operation and Maintenance","","","","","","04","Administration and Servicewide Activities","","Ukraine Replacement Transfer Fund
","2.266","003","24","25","Funds are available from the Operation and Maintenance, Defense-Wide, 24/25, appropriation for replacement of defense articles from the stocks of the Department of Defense and reimbursement for defense services from the Department of Defense, which have been provided to the Government of Ukraine or identified and notified to Congress through this reprogramming action for provision to the Government of Ukraine under Presidential Drawdown Authority. This is emergency budget funding.","25-04_IR_Ukraine_Replacement_Transfer_Fund_Tranche_27.pdf"
