"appropriation_category","appropriation code","appropriation activity","branch","fiscal_year_start","fiscal_year_end","budget_activity_number","budget_activity_title","pem","budget_title","program_base_congressional","program_base_dod","reprogramming_amount","revised_program_total","explanation","file"
"Procurement","","","","2023","2023","","","","Stryker Platforms as the current Army replacement for Stryker and Avenger Vehicles provided to Ukraine in","246,867","246,867","12,327","259,194","Funds are required for the procurement of Maneuver Short Range Air Defense (M-SHORAD) Stryker Platforms as the current Army replacement for Stryker and Avenger Vehicles provided to Ukraine in support of the international effort to counter Russian aggression. This action does not change the purpose |","25-48_IR_Army_August_Ukraine_Realignment.pdf"
"Missile Procurement","","","","2025","2048","","","","ARMY DECREASES
","23","25","02","2","Funds are available and returned as excess from Ukraine Replacement Tranche #9 due to post | | || award contract savings. This action does not change the purpose for which the funds were originally i appropriated. This is a congressional special interest item. This is emergency base budget funding. ;","25-48_IR_Army_August_Ukraine_Realignment.pdf"
"Procurement","","","","2025","2048","","","","Patriot Mods a","23","25","023","246,867","Funds are required for the procurement of Maneuver Short Range Air Defense (M-SHORAD) ‘Stryker Platforms as the current Army replacement for Stryker and Avenger Vehicles provided to Ukraine in support of the international effort to counter Russian aggression. This action does not change the purpose","25-48_IR_Army_August_Ukraine_Realignment.pdf"
"","","","","2025","2048","","","","ARMY DECREASES
","23","25","02","2,617,286","Funds are available and returned as excess from Ukraine Replacement Tranche #10 due to post laward contract savings. This action does not change the purpose for which the funds were originally ‘appropriated. This is a congressional special interest item. This is emergency base budget funding.","25-48_IR_Army_August_Ukraine_Realignment.pdf"
"Procurement","","","","2025","2048","","","","Stryker Platforms as the current Army replacement for Stryker and Avenger Vehicles provided to Ukraine in","23","25","02","246,867","Funds are required for the procurement of Maneuver Short Range Air Defense (M-SHORAD) Stryker Platforms as the current Army replacement for Stryker and Avenger Vehicles provided to Ukraine in support of the international effort to counter Russian aggression. This action does not change the purpose for which the funds were originally appropriated. This is a congressional special interest item. This is an emergency budget requirement.","25-48_IR_Army_August_Ukraine_Realignment.pdf"
"Procurement","","","","2025","2048","","","","High Mobility Artillery Rocket System (HIMARS)","23","25","874,518","874,518","Funds are available and returned as excess from Ukraine Replacement Tranche #10 and Ukraine Replacement Tranche #13 due to post award contract savings. This action does not change the purpose for which the funds were originally appropriated. This is a congressional special interest item. This is emergency base budget funding.","25-48_IR_Army_August_Ukraine_Realignment.pdf"
