"appropriation_category","appropriation code","appropriation activity","branch","fiscal_year_start","fiscal_year_end","budget_activity_number","budget_activity_title","pem","budget_title","program_base_congressional","program_base_dod","reprogramming_amount","revised_program_total","explanation","file"
"Operation and Maintenance","","","","2024","2045","04","Administration and Service-wide Activities","","DEFENSE-WIDE INCREASE","23","24","04","1,500,000","Funds provided as part of the January 18, 2023, internal reprogramming action FY 23-14 IR","24-45_IR_July_Ukraine_Tranche_Return_sgined_20240724.pdf"
"Procurement","","","Defense-Wide","2023","2014","01","Tracked combat vehicles","","ARMY DECREASES
","23","25","01","43","Funds are returned as excess due to savings generated through increased economies of scale on","24-45_IR_July_Ukraine_Tranche_Return_sgined_20240724.pdf"
"Operation and Maintenance","","","","2024","2045","04","Administration and Service-wide Activities","","Ukraine Replacement Transfer Fund
","198,402","23","24","198,402","Funds provided are transferred back to the Operations and Maintenance, Defense Wide, 23/24, appropriation. This is a congressional special interest item and an emergency budget requirement.","24-45_IR_July_Ukraine_Tranche_Return_sgined_20240724.pdf"
"Procurement","","","Defense-Wide","2023","2027","01","Tracked combat vehicles","","Bradley Program (MOD)","141,746","23","25","56,100","Funds are available from the following:","24-45_IR_July_Ukraine_Tranche_Return_sgined_20240724.pdf"
"Procurement","","","","2023","2062","02","Ammunition, Marine Corps","","Artillery Munitions
","56,656","23","25","56,656","Funds are available as excess as the Army was unable to procure all projectiles, 155mm precision guided M982A1 Excalibur and associated fuses, primer, and charge propellants for Marine Corps replenishment of articles previously transferred to Ukraine due to contracting constraints. This funding was originally provided to the Marine Corps via FY23-62 IR (Tranche #15). This is a congressional special interest item and an emergency budget requirement.","24-45_IR_July_Ukraine_Tranche_Return_sgined_20240724.pdf"
