"appropriation_category","appropriation code","appropriation activity","branch","fiscal_year_start","fiscal_year_end","budget_activity_number","budget_activity_title","pem","budget_title","program_base_congressional","program_base_dod","reprogramming_amount","revised_program_total","explanation","file"
"","","","","2022","2022","01","Acquisition Workforce Development","","DEFENSE-WIDE INCREASE
","22","22","01","56,679","-","22-32_IR_Sec_8080_AI_Workforce.pdf"
"Operation and Maintenance","","","Defense-Wide","","","04","Administration and Servicewide Activities","","DEFENSE-WIDE DECREASE
","22","22","04","0,000","The funds were appropriated for transfer to Operation and Maintenance appropriations of the Military Services and to the Defense Acquisition Workforce Development Account by section 8080 of division C of Public Law 117-103, the Department of Defense Appropriations Act, 2022. This is a congressional special interest item.","22-32_IR_Sec_8080_AI_Workforce.pdf"
