"appropriation_category","appropriation code","appropriation activity","branch","fiscal_year_start","fiscal_year_end","budget_activity_number","budget_activity_title","pem","budget_title","program_base_congressional","program_base_dod","reprogramming_amount","revised_program_total","explanation","file"
"Procurement","","","","2025","2025","","","","","662,344","25","29","662,344","-","25-31_IR_NSBDF_3_ signed_20250513.pdf"
"Procurement","","","Navy","2025","2031","01","—Eleet:ballistic missile ships","","I
","662,344","25","29","662,344","Transfers funds from the Shipbuilding and Conversion, Navy 25/29, appropriation into the","25-31_IR_NSBDF_3_ signed_20250513.pdf"
