"appropriation_category","appropriation code","appropriation activity","branch","fiscal_year_start","fiscal_year_end","budget_activity_number","budget_activity_title","pem","budget_title","program_base_congressional","program_base_dod","reprogramming_amount","revised_program_total","explanation","file"
"RDTE","","","","2025","2059","","","0602123N","A
","23,619","25","26","23,619","Funds are required for implementation of additional operational energy resilience, efficiencies, | energy conservation and energy security activities in accordance with 10 USC 2912(c). This will provide funding to support research efforts to support additional operational energy resilience, efficiencies, conservation and security on Aircraft and Ships.","25-59_IR_Army_Navy_Section_2912.pdf"
"Operation and Maintenance","","","","2025","2059","","","","ARMY DECREASES
","24","25","10","291","Funds are available from the Operation and Maintenance, Army, 24/25, appropriation from | realized savings from the implementation of additional operational energy resilience, efficiencies, energy | ‘conservation and energy security activities in accordance with 10 USC 2912(a). Savings were achieved through the use of simulators for training, avoiding the cost of fuel for actual equipment training.","25-59_IR_Army_Navy_Section_2912.pdf"
