"appropriation_category","appropriation code","appropriation activity","branch","fiscal_year_start","fiscal_year_end","budget_activity_number","budget_activity_title","pem","budget_title","program_base_congressional","program_base_dod","reprogramming_amount","revised_program_total","explanation","file"
"Procurement","","","","2023","2010","02","Communications and Electronics Equipment","0605602A","ARMY INCREASES
","23","25","02","4,482","Funds are required to support Operational Needs Statement (ONS) 20-33721. Requirement provides a fully capable Manned & Unmanned Electronic Warfare (MUM-EW) Sensor/Workstation Integration / Ranger / Transmit/Receive (TR/x). Funds provide for systems procurement and Hardware/Software Integration, and fielding and operations support. The full requirement amount is $9.510 million; this portion is being resourced by MIP sources. Funding for the remaining $5.028 million is located on the non-MIP OMNIBUS (FY 23-10 PA).","23-11_PA_MIP_Omnibus.pdf"
"Operation and Maintenance","","","","2024","2024","04","Administration and Service Wide","0305202F","Classified
","57,696","23","23","900","Funds are required for classified effort. Additional classified details will be provided under separate cover. This is a MIP PROJECT.","23-11_PA_MIP_Omnibus.pdf"
"Operation and Maintenance","","","","2023","2011","04","Administration and Servicewide Activities","","Classified Programs","29,510","23","23","500","Funds are required for a classified effort. Additional classified details will be provided under separate cover. This isa MIP PROJECT.","23-11_PA_MIP_Omnibus.pdf"
"","","","","2023","2011","02","Modification of Aircraft","0605148A","ARMY DECREASES
","23","25","02","21,380","Funds are available due to the divestment of legacy aircraft. Funds are excess due to stop work efforts on Enhanced Medium Altitude Reconnaissance (EMARSS) aircraft. This is a MIP PROJECT.","23-11_PA_MIP_Omnibus.pdf"
"Operation and Maintenance","","","","2023","2011","01","Operating Forces","0304785N","NAVY DECREASES
","23","23","01","59,769,447","Funds are available in the RQ-21 program due to underexecution from contract award delays. This is a MIP PROJECT.","23-11_PA_MIP_Omnibus.pdf"
"","","","","2023","2023","05","Modification of Inservice Aircraft","0304260F","AIR FORCE DECREASES -
","23","25","05","4","Funds are excess to need for RQ-4 Global Hawk low-cost modification due to the divesture of the platform. There are no other known program requirements for the funding at this time and no major impacts to the program. This isa MIP PROJECT.","23-11_PA_MIP_Omnibus.pdf"
"Operation and Maintenance","","","","2023","2011","04","Administration and Servicewide Activities","","DEFENSE-WIDE DECREASE
","23","23","04","21,488,896","Funds are available from a classified effort. Additional classified details will be provided under separate cover. This is a MIP PROJECT.","23-11_PA_MIP_Omnibus.pdf"
"","","","Defense-Wide","2023","2011","05","Modification of Inservice Aircraft","0305202F","AIR FORCE INCREASES
","22","24","05","135","Funds are required to procure modification kits to enable congressionally mandated M-Code (military receivers) GPS capability and stellar tracker on the RC/WC-135 fleet. This enhancement will ensure robust navigation in GPS degraded environments. Simultaneously, this effort will replace outdated navigational equipment and address increased diminishing manufacturing sources and material shortages challenges and associated risks. Failure to secure funding will result in the RC-135 reconnaissance aircraft fleet being non-compliant with the crypto mandates. This is a MIP PROJECT.","23-11_PA_MIP_Omnibus.pdf"
"","","","","2023","2011","05","Modification of Inservice Aircraft","0401319F","AIR FORCE DECREASES
","22","24","05","9","Funds are excess to need due to the termination of the Gorgon Stare program. There are no other known requirements for the funding at this time and no major impacts to the program. These funds are not related to the $14.400 million congressional increase for Gorgon Stare operations loss replacement. This is a congressional interest item. This isa MIP PROJECT.","23-11_PA_MIP_Omnibus.pdf"
