"appropriation_category","appropriation code","appropriation activity","branch","fiscal_year_start","fiscal_year_end","budget_activity_number","budget_activity_title","pem","budget_title","program_base_congressional","program_base_dod","reprogramming_amount","revised_program_total","explanation","file"
"Operation and Maintenance","","","","2022","2022","","","","NAVY INCREASE
","22","22","01","54,050,563","Funds'are'required for Sustainment, Restoration ‘and ‘Modernization activity for remediation | etforts-and: erosion control projects at Red Hill: This is a: congressional. special-interest item.","22-46_IR_August_Red_Hill.pdf"
"","","","Navy","","","04","Admin & Sivwd Activities oe -","","UNCLASSIFIED
","22","22","04","5,177,963","-","22-46_IR_August_Red_Hill.pdf"
