"appropriation_category","appropriation code","appropriation activity","branch","fiscal_year_start","fiscal_year_end","budget_activity_number","budget_activity_title","pem","budget_title","program_base_congressional","program_base_dod","reprogramming_amount","revised_program_total","explanation","file"
"Operation and Maintenance","","","","2025","2037","04","Administration and Servicewide Activities","","Yes
","541","054","23","5.065","Funds are available from section 1421 of the Full-Year Continuing Appropriations, 2025 (division A of Public Law 119-4), appropriated to the Department of Defense and made available for transfer to military personnel accounts, operation and maintenance accounts, and the Defense Working Capital Funds","25-37_IR_Section_1421_EUCOM_CENTCOM_ signed_20250616_redline_updated_20250722.pdf"
"Operation and Maintenance","","","","2025","2037","04","Administration and Servicewide Activities","","Yes
","2","934.877","25","25","Funds are available from section 1421 of the Full-Year Continuing Appropriations, 2025 (division A of Public Law 119-4), appropriated to the Department of Defense and made available for transfer to military personnel accounts, operation and maintenance accounts, and the Defense Working Capital Funds","25-37_IR_Section_1421_EUCOM_CENTCOM_ signed_20250616_redline_updated_20250722.pdf"
