"appropriation_category","appropriation code","appropriation activity","branch","fiscal_year_start","fiscal_year_end","budget_activity_number","budget_activity_title","pem","budget_title","program_base_congressional","program_base_dod","reprogramming_amount","revised_program_total","explanation","file"
"Weapons Procurement","","","","2012","2005","02","‘Conininnications ‘and. Electronics Ei ui] ment:","0603654N","Yes","1","13","04","11","‘Funds are required-to procure:command,.control; ‘comimunications, comiputers,.and_ intelligence (C41); system. upgiades: ‘for forward’déployed, Coastal Patrol ‘Craft. ‘This.is:a’ CENTCOM requirement..","12-05_PA_Urgent_Warfighter_Requirements.pdf"
"Procurement","","","","2012","2012","","","0305160N","","393","400","11","13","Funds‘are‘available:dueé: to: -changes’i in the: EA-18G. procurement plan:. The: FY 2012: plan teduiced’ EA-18G: procurements;. which: resulted in‘excess: advarice'p cureniént funds i FY:2011.","12-05_PA_Urgent_Warfighter_Requirements.pdf"
