"appropriation_category","appropriation code","appropriation activity","branch","fiscal_year_start","fiscal_year_end","budget_activity_number","budget_activity_title","pem","budget_title","program_base_congressional","program_base_dod","reprogramming_amount","revised_program_total","explanation","file"
"Operation and Maintenance","","","","2022","2023","","","","","22","23","04","3,500,000","Funds provided as part of the May 17, 2022, internal reprogramming action FY 22-23 | Thisibe #3) are transferred back to the Operation and Maintenance, Defense-Wide 22/23, appropriation. ‘This is a congressional special interest item. This is an emergency budget requirement","23-32_IR_March_Ukraine_Tranche_Return.pdf"
"","","","Defense-Wide","2023","2032","","","","NAVY DECREASE","22","24","05","636","Funds are available from the Tranche #3 internal reprogramming action due to actual contract costs for the Joint Light Tactical Vehicles being less than the estimated replacement cost. This is a congressional special interest item. This is emergency budget funding.","23-32_IR_March_Ukraine_Tranche_Return.pdf"
"","","","","2022","2022","","","","","22","24","02","324,694","Funds are available from the Tranche #4 internal reprogramming action due to actual costs for ' the Q-53s being less than the estimated replacement cost. This is a congressional special interest item. This is emergency budget funding.","23-32_IR_March_Ukraine_Tranche_Return.pdf"
"Procurement","","","","2023","2032","","","","Ukraine Replacement Transfer Fund","22","24","02","324,694","Funds are available from the Tranche #5 internal reprogramming action due to actual costs for the Q-53s being less than the estimated replacement cost. This is a congressional special interest item. This | is emergency budget funding.","23-32_IR_March_Ukraine_Tranche_Return.pdf"
"Procurement","","","","2023","2032","","","","","112,855","23","25","1,231","Funds are available from the Tranche #9 internal reprogramming action because the Army","23-32_IR_March_Ukraine_Tranche_Return.pdf"
