"appropriation_category","appropriation code","appropriation activity","branch","fiscal_year_start","fiscal_year_end","budget_activity_number","budget_activity_title","pem","budget_title","program_base_congressional","program_base_dod","reprogramming_amount","revised_program_total","explanation","file"
"Operation and Maintenance","","","","2020","2020","01","Operating Forces — .","","Yes
","20","20","01","41,349,764","Funds will-be uséd to operate and sustaina leased airborne ISR capability in.a COCOM.. This ; ‘is an OCO budget requirement.","20-20_IR_ISR_Transfer-Revised.pdf"
"Operation and Maintenance","","","","","","01","Operating Forces","","NAVY INCREASES
","20","20","01","48,414,011","Funds are required for the following efforts: +$36.4 million to sustain contractor leased ISR capabilities in support of a COCOM. This is a MIP project. This is an OCO budget requirement. +$0.8 million to sustain maritime ISR sensor capabilities in a COCOM. This is a MIP project. This is an OCO budget requirement. +$12.0 million to provide enhanced maritime intelligence communications capability in a COCOM.","20-20_IR_ISR_Transfer-Revised.pdf"
"Operation and Maintenance","","","Navy","2020","2020","01","Operating Forces","","Yes
","1,355","20","20","1,355","Funds are required for the following efforts: +$0.65 million to improve intelligence analytic capabilities ina COCOM. This is a MIP project. This is an OCO budget requirement. +$0.33 million to improve intelligence analytic capabilities ina COCOM. This is a MIP project. This is an OCO budget requirement. +$0.375 million for analysts to produce foundational intelligence data fora COCOM. This is a MIP project. This is an OCO budget requirement.","20-20_IR_ISR_Transfer-Revised.pdf"
"Operation and Maintenance","","","","","","04","Administration and Servicewide Activities","","Defense-Wide
","149.605","144,605","20","20","Funds are available for transfer under section 9018 of the DoD Appropriations Act, 2020, provided additional funds to improve the intelligence, surveillance, and reconnaissance capabilities of the DoD. This is Title IX OCO budget funding.","20-20_IR_ISR_Transfer-Revised.pdf"
