"appropriation_category","appropriation code","appropriation activity","branch","fiscal_year_start","fiscal_year_end","budget_activity_number","budget_activity_title","pem","budget_title","program_base_congressional","program_base_dod","reprogramming_amount","revised_program_total","explanation","file"
"","","","","2023","2042","","","","AIR FORCE INCREASE
","23","25","03","141","Funds:are transferred from the Operation aiid Maiiitenance; Air Force; 23/23, appropriation for. ‘proper execution of: tactical ‘termirials’ ‘crypto modernization, required for multiple aircraft and platforms to: maintain connection to:thé Integrated, Broadcast Service. ‘This includes access to Ultra High Frequency: Satellite Communications’ ‘Beyond: Line of.Site plus classified network: services for nearteal'time situational ‘awareness; threat awareness/avoidance and. friendly:force tracking: data. ‘This:itény will be'centrally. ‘managed and‘centrally. managed items are:funded in procurement ‘appropriations:, _ In addition; the unit‘cost exceeds: ‘the $350,000 expense/investment threshold. ‘This action does not; .change’ the: purpose: for which ‘the funds ‘were originally, appropriated.","23-42_IR_April_2023.pdf"
"Procurement","","","","","","","","","Trarisportable Tactical Command Communications","23","25","02","109","Funds are. yéaligned within'the' Other Procurement;.Army;-23/25, appropriation, :BA.02,, from the'T2C2:program: ‘element to Tactical Network Technology Mod In:Svc to procure: satellite: comiminicationis: | tetminals: This action doesnot change’the purpose for which: the'futids were. originally appropriated: This.is; '|.a:congressional ‘special interest item:","23-42_IR_April_2023.pdf"
"Operation and Maintenance","","","Army","","","","","","","27,510","23","23","37,510",". Funds’are transferred froii the Operation and Maintenance;, Air Force; 23/23, appropriation,","23-42_IR_April_2023.pdf"
"Operation and Maintenance","","","","2023","2023","","","","DEFENSE-WIDE DECREASES
","23","23","20,900","01","Funds: are realigned within the Operation and Maintenance;:Defense-Wide, 23/23, ‘appropriation; BA 01, ‘for proper execution of:","23-42_IR_April_2023.pdf"
