"appropriation_category","appropriation code","appropriation activity","branch","fiscal_year_start","fiscal_year_end","budget_activity_number","budget_activity_title","pem","budget_title","program_base_congressional","program_base_dod","reprogramming_amount","revised_program_total","explanation","file"
"Operation and Maintenance","","","","","","01","Operating Forces","","ARMY INCREASES
","23","23","01","43,341,942","Funds are required for efforts by the United States Africa Command (USAFRICOM) ($34.7 million) and United States Southem Command (USSOUTHCOM) ($15.1 million) to expand cooperation or improve the capabilities of our allies and partners in their areas of operation pursuant to section 8068 of division C of Public Law 117-328, the Department of Defense Appropriations Act, 2023. This is a congressional special interest item.","23-44_IR_Section_8068.pdf"
"Operation and Maintenance","","","Army","2023","2044","01","Operating Forces","0304785N","Unclassified REPROGRAMMING ACTION - INTERNAL REPROGRAMMI
","6,219","23","23","25","-","23-44_IR_Section_8068.pdf"
"Operation and Maintenance","","","","","","04","Administration and Service-Wide Activities","","AIR FORCE INCREASE
","23","23","04","6,583,615","-","23-44_IR_Section_8068.pdf"
"Operation and Maintenance","","","Air Force","2023","2044","04","Administration and Servicewide Activities","","DEFENSE-WIDE INCREASES
","23","23","600","04","Funds are required for efforts by USSOUTHCOM to expand cooperation or improve the eapabilities of our allies and partners in the USSOUTHCOM area of operations pursuant to section 8068 of","23-44_IR_Section_8068.pdf"
"Operation and Maintenance","","","","","","04","Administration and Servicewide Activities","","DEFENSE-WIDE DECREASE
","23","23","04","200,000","The funds were appropriated for transfer in section 8068 of the Department of Defense Appropriations Act, 2023 (division C of Public Law 117-328) for efforts by USAFRICOM ($99.5 million) pnd USSOUTHCOM ($100.0 million) to expand cooperation or improve the capabilities of our allies and partners in their areas of operation. This is a congressional special interest item.","23-44_IR_Section_8068.pdf"
