"appropriation_category","appropriation code","appropriation activity","branch","fiscal_year_start","fiscal_year_end","budget_activity_number","budget_activity_title","pem","budget_title","program_base_congressional","program_base_dod","reprogramming_amount","revised_program_total","explanation","file"
"Operation and Maintenance","","","","","","","","","DEFENSE-WIDE INCREASE
","24","25","04","13,414,432","Funds provided are transferred back to the Operation and Maintenance, Defense-Wide, 24/25, | ‘appropriation. This is a congressional special interest item. This is an emergency budget requirement.","25-54_IR_September_Ukraine_Tranche_Return.pdf"
"Procurement","","","Defense-Wide","2025","2054","","","","Stryker Upgrade
","45","87","25","27","Funds are available and returned as excess from Ukraine Replacement Tranche 27 due to cost isavings on replacement Multiple Launch Rocket System Mods equipment. This is a congressional special linterest item. This is emergency budget funding. |","25-54_IR_September_Ukraine_Tranche_Return.pdf"
"Operation and Maintenance","","","","2025","2054","","","","PART IT
","279","25","25","01","Funds are available and returned as excess from Ukraine Replacement Tranche 28 due to lower than estimated transportation costs incurred by United States Special Operations Command. This is a","25-54_IR_September_Ukraine_Tranche_Return.pdf"
"Operation and Maintenance","","","Defense-Wide","2025","2054","04","Administration: and- Servicewide Activities.","","Family Of Heavy Tactical Vehicles (FHTV)","107,595","24","25","107,595","Funds provided are transferred back to the Operation and Maintenance, Defense-Wide, 24/25 appropriation. This is a congressional special interest item. This is an emergency budget requirement.","25-54_IR_September_Ukraine_Tranche_Return.pdf"
"Procurement","","","","","","02","Amiiunition, Marine'Corps","","","24","26","02","137,356","Funds are available and returned as excess from Ukraine Replacement Tranche 25 due to cost _ savings from economy of scale procurements for multiple types of munitions. This is a congressional special interest item. This is emergency budget funding.","25-54_IR_September_Ukraine_Tranche_Return.pdf"
