"appropriation_category","appropriation code","appropriation activity","branch","fiscal_year_start","fiscal_year_end","budget_activity_number","budget_activity_title","pem","budget_title","program_base_congressional","program_base_dod","reprogramming_amount","revised_program_total","explanation","file"
"","","","","2022","2028","","","","Approved (Signature'and:Date)","330,847","22","22","48.795","Funds-are:required for the following:","22-28_IR_Ukraine_Replacement_Tranche_4_Request.pdf"
"Operation and Maintenance","","","","","","04","Administration and Servicewide Activities","","DEFENSE-WIDE DECREASE
","22","23","04","3,500,000","Funds are available from the Operation and Maintenance, Defense-Wide, 22/23, appropriation to transfer to various appropriations for the replacement of defense articles from the stocks of the Department of Defense, and for reimbursement for defense services of the Department of Defense and military education and training provided to the Government of Ukraine. This is emergency budget funding.","22-28_IR_Ukraine_Replacement_Tranche_4_Request.pdf"
